poem_name,poem_meter,poem_content,line_count
ألم ينه عنا حي فارس إننا,طويل,"أَلَم يَنهَ عَنّا حَيُّ فارِسٍ إِنَّنا
مَنَعناهُم مِن رَبعِهِم بِالصَوارِمِ
وَإِنّا أُناسٌ قَد نُعَوِّدُ خَيلَنا
لِقاءَ الأَعادي بِالحُتوفِ الفَواطِمِ
وَروزَ قَتَلنا حَيثُ أَرجَفَ خَدُّهُ
وَكُلُّ رَئيسٍ رازَنا بِالعَظائِمِ
تَرَكنا حَصيداً لا أَنيسَ يجره
وَقَد شَفِيَت أَربابُهُ بِالأَعاجِمِ
وَإنّي لَراجي أن تُلاقي جُموعُهُم
غُدَيّا بِإِحدى المُنكَراتِ الصَوارِمِ
أَلا أَبلِغا أَسماءَ أَنَّ حَلِيلها
قَضى وَطَرا مِن رَوزَبِيِّ الأَعاجِمِ
غَداةَ صَبَحنا في حَصيدٍ جُموعَهُم
بِهِندِيَّةٍ تَفري فِراخَ الجَماجِمِ
وَروزَ أَصابَت بِالمَنايا فَأَوجَعَت
سُيوفُ بَني عَمرٍو بِإِحدى العَظائِمِ",8
توهمت من أهواه خارج صورتي,طويل,"توهمت من أهواه خارجَ صورتي
فقدّرته في القربِ بالباعِ والشبر
فيحيي فؤادي بالوصالِ وباللقا
ويقتلني بالصدِّ منه وبالهجرِ
يجرِّد عن غصنٍ قويمٍ وعن نقا
ويبسمُ عن درِّ ويُسفر عن بدرِ
ويُجري لنا نهراً من الضَّرعِ طيباً
ومن عسلٍ أصفى وماءٍ ومن خمرِ
يمدُّ به كوني لأني من أربع
خلقتُ بها النشأتين بلا أمر
مع الأمر بالتكوين في كلِّ حالة
ولا أدر معناه ولا أدر لا أدري
أتيتُ إليه من طريقٍ ذَلولة
مسَّهلة لكن على مَركبٍ وَعر
بنقرٍ بأوتارٍ بأيدي كواعبَ
يملن علينا من هوى لا من السُّكر
فلما تأملنا وجدنا وجودَنا
بأسمائه الحسنى فقمتُ بها أجري
إلى عالم الأكوانِ أخبرهم بها
كما أخبر الرحمن في محكم الذكر",10
إذا ما أتى من نحو أرضك راكب,طويل,"إِذا مَا أَتى مِن نَحوِ أَرضِكِ راكِبٌ
تَعَرَّضتُ واستَخبَرتُ والقَلبُ مُوجَعُ
فَأَبدا إِذا استَخبَرتُ عَمداً بِغَيرِها
ليَخفَى حَديثي والمُخادِعُ يَخدَعُ
وَأُخفِي إِذا استَخبَرتُ أَشياءَ كارِهاً
وَفِي النَفسِ حاجاتٌ إِلَيها تَطَلَّعُ
فَسِرُّكِ عِندي فِي الفُؤادِ مُكَتَّمٌ
تَضَمَّنَهُ مِنّي ضَميرٌ وَأَضلُعُ
إِلَى اللَهِ أَشكُو لا إِلى الناسِ حاجَتي
وَلا بُدَّ مِن شَكوى حَبيبٍ يُرَوَّعُ
أَلا فارحَمي مَن قَد ذَهَبتِ بِعَقلِهِ
فَأَمسى إِلَيكُم خاشِعاً يتَضَرَّعُ
أَيا قَلبُ خَبِّرني وَلَستَ بِصادِقي
إِذا لَم تُنِل وَاستَأثَرَت كَيفَ تَصنَعُ
إِذا قُلتُ هَذا حينَ أَسلو ذَكَرتُها
فَظَلَّت لَها نَفسي تَتوقُ وَتَنزِعُ",8
ألكني إلى هذا الوزير وقل له,طويل,"أَلِكني إِلى هَذا الوَزيرِ وَقُل لَهُ
لَقَد صَرَعَتنا خِلفَةُ الدَّهرِ فاِنعَشِ
وَراعِ رَعاكَ اللَهُ أَحوالَ كُوفَنٍ
وَنَقِّرْ هَداكَ اللَهُ عَنَّا وَفَتِّشِ
فعامِلُنا يَزني وَيجِني وَيَعتَدي
وَحاكِمُنا يَعلو وَيُعلَى وَيَرتَشي",3
لمن طلل بالعمق أصبح دارسا,طويل,"لمن طَلَلٌ بالعَمقِ أصبحَ دارساً
تَبَدَّلَ آراماً وَعِيناً كَوَانِسا
تَبَدَّلَ أُدمانَ الظِباءِ وحَيرَماً
فأَصبحتُ في أطلالها اليومَ حابسا
أَعَبَّاسُ لو كانت شِياراً جيادُنا
بِتَثليثَ ما ناصَيتَ بعدي الأحامسا
لَدُسناكُمُ بالخيل من كلّ جانبٍ
كما داسَ طَبّاخُ القُدُورِ الكَرادِسا
بِمُعتَرَكٍ شَطَّ الحُبَيَّا ترى به
من القوم مَحدُوساً وآخرَ حادِسا
تَسَاقَت به الأبطالُ حتّى كأَنَّها
حَنِيٌّ بَرَاها السَيرُ شُعثاً بَوَائِسا
فإِنّ ظُهورَ الخيلِ ثَمَّ حُصونُنا
ترى لبني عُصمٍ بهنَّ تَنَافُسا
ولكنّها قِيدَت بِصَعدَةَ مرَّةً
فَأَصبحنَ ما يمشينَ إِلَّا تَكَاوُسا
فَيوماً ترانا في الخُزُورِ نَجرُّها
ويوماً ترانا في الحديد عَوَابسا
ويوماً ترانا في الثَريد نَبُسُّهُ
ويوماً ترانا نَكسِرُ الكَعكَ يابسا
عَمَرتُ مَجالَ الخيل بالبِيض والقَنا
كما عَمَرَت شُمطُ اليهودِ الكنائسا
ونسمعُ للهنديّ في البَيضِ رَنَّةً
كَرَنَّةِ أَبكارٍ زُفِفنَ عَرائسا
بِهِنَّ قَتَلنا من نزارٍ حُماتَها
فما إِن ترى إلَّا ذليلاً وتاعِسا
أَعبّاسُ إن تطمع فما ثَمَّ مَطمَعٌ
فَرُح قانعاً ممّا طَلَبتَ وآيِسا",14
ثوى جبل العلم الذي طال واندكا,طويل,"ثوى جبل العلم الذي طال وانْدكَّا
وأصبح عقد الجود والعلم منفكا
هو الخطب قد أصل الحشا لهب الأسى
فكم مهجة أنكى وكم مقلةٍ أبكى
فقل للعفاة السائلين توقفوا
ولا تطلقوا سفن المطالب والفلكا
فقد غاض بحر الجود بعد اضطرابه
بأمواج بذل لا تحاي ولن تحكى
فتى همة إيثار من كان معدماً
فلم يدخر مما يخوله سلكا
أبا كن للأيتام بعد أبيهم
فلم تعرف الأيتام ما العيشة الضنكا
حليم إذا الجاني أتاه كأنه
أتاه بأمر يوجب البر والضحكا
ويلبس من وافاه في برد وروعة
من الأمن برداً لا يخاف له هتكا
يرى زهرة الدنيا هباء زهادة
وينظر ما يأتيه من صدقها إفكا
على مثله تُذْرِي العيون دموعها
كعقد من المرجان قد قطع السلكا
ولا ألتقي قلنا نصك تأسياً
خدوداً مصونات على فقده صكا
سأبكيه لا كالخود يقصر حقها
ولكن بدرس الذكر في الليلة الحلكا
سلام على تلك الشمائل إنها
إلى اللّه فيما ناب من فقدها يشكى
سلام على تلك الشمائل إنها
شمائل أبرار على مثلها يبكى
سقى جَدَثاً قد ضمه غيث رحمة
وأفرشه من طيب رضوانه مِسْكا",15
ذرى شجر للطير فيه تشاجر,طويل,"ذُرى شجرٍ للطَّيْرِ فيهِ تَشاجُرُ
كأَنَّ صُنُوفَ النَّوْرِ فيهِ جَواهِرُ
كأَنَّ القَمارِي والبَلابِلَ بَيْنَنَا
قِيانٌ وأَوراقُ الغُصُونِ سَتائِرُ
شَرِبْنا على ذاكَ التَّرَنُّمِ قَهْوَةً
كأَنَّ عَلى حَافَاتِها الدُّرَّ دَائِرُ",3
إلى المصطفى المهدي خاضت ركابنا,طويل,"إِلى المُصطَفى المَهدِيِّ خاضَت ركابُنا
دُجى اللَيلِ يَخبِطنَ السَريحِ المُخَدَّما
يَكونُ لَها نورُ الإِمامِ مُحَمَّدٍ
دَليلاً بِهِ تَسري إِذا اللَيلُ أَظلَما
إِذا هُنَّ أَلقَينَ الرِحالَ بِبابِهِ
حَطَطنَ بِهِ ثَقلاً وَأَدرَكنَ مَغنَما
إِلى طاهِرِ الأَخلاقِ ما نالَ مِن رِضاً
وَلا غَضَبٍ مالاً حَراماً وَلا دَما",4
أتطلب رزق الله من عند غيره,طويل,"أَتَطلُبُ رِزقَ اللَهِ مِن عِندِ غَيرِه
وَتُصبِحُ مِن خَوفِ العَواقِبِ آمِنا
وَتَرضى بِصَرّافٍ وَإِن كانَ مُشرِكا
ضَميناً وَلا تَرضى بِرَبِّكَ ضامِنا
كَأَنَّكَ لَم تَقنَع بِما في كِتابِه
فَأَصبَحتَ مَدخولَ اليَقين مُبايِنا",3
وقد هاجني للشوق نوح حمامة,طويل,"وَقَد هاجَني لِلشَّوقِ نوح حَمامَة
هتوف الضُحى هاجَت حماماً فَغَرَّدا
طروب غَدَت من حَيثُ باتَت فَباكَرت
بِعَولَتِها غُصناً من الاِثلِ اغيدا
تَغَنَّت عَلَيهِ ذاتَ شَجو مُرِنَّة
بِصَوت يَشوقُ المُستَهامَ المصيَّدا",3
فتى كلما قالوا تناهى صعوده,طويل,"فتىً كلَّما قالوا تَنَاهَى صُعودُهُ
إلى كُلِّ مَجدٍ خالفَ القَولَ صاعِدا
تَرى كلَّ من تُلقى المَقاليد في الوَغى
إليهِ إذا لاقاهُ ألقى المَقالِدا
ولستَ تَرى بَيتاً من المَجدِ أو تَرَى
من الجُودِ أركاناً له وقَواعِدا
لقَد شرُفَت أبياتُ عَوفٍ وطُهِّرَت
من الرِّجسِ حتَّى خِلتَهنَّ مَعابِدا
وكُلٌّ يَعافُ الوِردَ من بَعدِ ريِّهِ
وأرماحُ عَوفٍ لا تَعافُ المَوارِدا
تَرى منهُم يوم الوَغى كلَّ ناِشرٍ
من النَّقعِ فوقَ الدّارِ عينَ مطاردا
يَنالُونَ ما أَمسَى بَعيداً منالُه
كأنَّهم طالُوا الرِّماحَ سَواعِدا
وقلَّبتِ الهَيجاءُ أعيَانَ خَلقِهم
فقَد وَثبُوا أُسداً ودبُّوا أساوِدا
عَلى أنَّ من لاقَيت مِنهُم مُسالِماً
لقيتَ به نَوءَ السِّماكِ مُجاوِدا",9
ومنخرق عن منكبيه قميصه,طويل,"ومُنخرِقٍ عَن مَنكِبَيهِ قَميصُهُ
وَعَن ساعِدَيه لِلأَخِلّاءِ واصِلِ
إذا طالَ بالقومِ المَطا في تنوفَةٍ
وطولُ السُرى ألفيتَه غيرَ ناكِلِ
دَعَوتُ وقد دَبَّ الكَرى في عظامهِ
وفي راسِهِ حتى جَرى في المفاصِلِ
كما دَبَّ صافي الخمرِ في مُخِّ شارِبٍ
يميلُ بِعِطفَيهِ عن اللُبِّ ذاهِلِ
فَلَبّى لِيَثنيني بِثَنيِ لسانهِ
ثَقيلَيهِ من نَومٍ غَلوبِ الغياطلِ
فقُلتُ لهُ قُل فاتَحِل لَيس ها هنا
سوى وَقفَةِ الساري مُناخٌ لنازِلِ
فَقامَ اهتزازَ الرُمحِ يسرو قميصَهُ
وَيَحسُرُ عن عاري الذراعَين ناحِلِ",7
حنين,طويل,"شَرَى البَرْقُ عِندَ الفَجْرِ فاسْتَمْطَرَ الدَّمْعا
وهَيَّجَ مَجْرُوحَ الفُؤادِ إلى صَنْعا
فهاجَتْ صَباباتي وكُنَّ سَواكِنًا
فضاقَ بها صَدري، وضاقَتْ بهِ ذَرْعا
كَسَتْهُ لَيالي المُوبِقاتِ مَواجِعًا
فَمَزَّقَ ثَوبَ الصَّبرِ، في مَأْتَمِ الرُّجْعَى
وأبكاهُ عندَ الفَجْرِ زَجْلُ يمامةٍ
فما عاد عندي في بِعادكمُ وُسعا
تُسامِرُهُ آلامُهُ وشُجونُه
فما أحْسَنَتْ وَصْلًا ولا أَحسَنَتْ صُنْعا
فمَنْ مُبْلِغٌ عَنّي الدِّيارَ وأَهلَها
شُجُوني، وقد أَحْرَقْتُ مِن أَجْلِها الزَّرْعا
وهل حَمَلَتْ بِيضُ الخُدُودِ وسُمْرُها
أمانةَ ما حَمَّلْتُها إنْ وَعَتْ سَمْعا
سَلُوها عَنِ النّائي الّذي لا نَهَارُهُ
نَهارٌ، ولا في لَيلِهِ يرتجي نَفعا
كَفَى حَزَنًا أنْ لا يَفِيقَ صَبابةً
تَحُجُّ أمانِيهِ الحبيبَ ولا تَسْعَى
رعى اللهُ مَغْنًى في (تَعِزَّ) كأنَّهُ
مِنَ الخُلْدِ رُوحي نازَعَتْني له نَزْعا",10
سلوا خالدا لا أكرم الله خالدا,طويل,"سَلوا خالِداً لا أَكرَمَ اللَهُ خالِداً
مَتى وَلِيَت قَسرٌ قُرَيشاً تَدينُها
أَقَبلَ رَسولِ اللَهِ أَم بَعدَ عَهدِهِ
فَتِلكَ قُرَيشٌ قَد أَغَثَّ سَمينُها
رَجَونا هُداهُ لا هَدى اللَهُ خالِداً
فَما أُمُّهُ بِالأُمِّ يُهدى جَنينُها",3
نويت مسيري نحو قبر محمد,طويل,"نويت مسيري نحو قبر محمدٍ
ليتقِنَ قلبي مدحَه ولساني
نعيبي بحمد اللَه منه موفر
وحسبي عزمي بعد طول هوان
ندمت على التقصير إذ كنت قادرا
على أنني أسعى لكسبِ مكانِ
نوائب دهري عوقتني عن المُنى
وما لي لدفعِ الحادِثات يَدان
نمت حُرقُ الأَشواقِ بين أضَالعي
ولبّيتُ داعي الوجد حينَ دَعاني
نسيمَ الصَّبا أهل لي إلى قبرِ أحمدٍ
وصولٌ فإنَّ البُعدَ عنه شَجَاني
نُزوعي إلى ذاكَ الجَناب ولم أقم
إليه كألفاظٍ بغير مَعاني
نَبذتُ من اللذات ما كنتُ حاملا
إليه لأن العجز عنه نهائي
نهاية سؤلي العفو عما جنيتُه
بجهلي وربّ العالمين يَراني
نفى النومَ عن عينيَّ خوفُ عواقبي
فيا ربِّ جُد لي في غدٍ بأمَانِ",10
شكت مثل ذياك الجبين فأقبلت,طويل,"شَكَت مثلَ ذيّاك الجَبين فأَقبلت
على مثل خدّيها من الثلج والجمرِ
فَقُلتُ لَها ليست لذلك حاجةٌ
فَذي نارُ قَلبي وَهوَ عندكِ في الخِدرِ
وَيار نارَ قَلبي قد خبأتُكِ طيَّهُ
الى مثل هَذا اليوم من قِدَم الدهرِ
حبستُكِ فيهِ حين لم تَكُ حاجةٌ
اليكِ على ما بي لِذاكَ من الضَرِّ
مَخافةَ إِيذاءِ لها فاظهري إِذن
عَلى قَدر ما تَحتاج من مُقتَضى الامرِ
فَيا جمرُ ذَوِّب ذلك الثلج وافنِهِ
وَيا ثَلجُ لا تُخمِد لَهُ لَهَبَ الحَرِّ
هَنيئاً لِبَردٍ قَد أَلَمَّ بجسمها
وَقابلَهُ بَردُ الرُضاب منالثغرِ",7
بأيمن جرعاء الكثيب خيام,طويل,"بأيمنَ جرعاءِ الكثيبِ خيامُ
لهنَّ علينا حرمةٌ وذمامُ
أحنُّ إليها كلَّ يومٍ وليلةٍ
وإنْ كانَ منها بالفؤادِ كلامُ
ففيها لمنْ أهوى على القربِ والنوى
مقامٌ لهُ بينَ الضلوعِ مقامُ
ولي حالةٌ في العاشقينَ عجيبةٌ
فؤادي ضرامٌ والدموعُ سجامُ
فيا عاذلاً ما أنتَ واللهِ عادلاً
أأحفظُ عهداً سابقاً وأُلامُ
أجرني مِنَ العذلِ الذي هاجَ لوعتي
فإني أرى أنَّ السلوَّ حرامُ
فلو بكَ ما بي كنتَ تعذرُ عاشقاً
لهُ البينُ خصمٌ والغريمُ غرامُ
تذكّرتُ ليلاتٍ بسلعٍ وحاجرٍ
وأيامَ قربٍ والمدامُ مدامُ
مدامةُ سرٍّ لا مدامةُ كرمةٍ
أيشربُ منْ بنتِ الكرومِ كرامُ
وإذْ نسماتُ الوصلِ تحيي قلوبَنا
ونحنُ سهارى والوشاةُ نيامُ
فيا منْ لقلبٍ أذكرتْهُ حمائمٌ
بأيامِ وصلٍ فِطْرُهُنَّ صيامُ
أحبَّةَ قلبي إنَّ قلبي نزيلَكُمْ
وحاشا نزيل الأكرمينَ يضامُ
سلا عنْ فؤادٍ ما سلا لكنِ انسلى
أصابتهُ عنْ قوسِ الفراقِ سهامُ
على الربعِ لمّا غبتمُ عنهُ وحشةٌ
كوحشةِ غمدٍ غابَ عنهُ حسامُ
سلامٌ عليكمْ ما ألذَّ وصالَكُمْ
وغايةُ مجهودِ المقلِ سلامُ",15
كفرت ولم أشكر نصيحة فارس,طويل,"كَفْرتُ ولم أشكُرْ نصيحةَ فارسٍ
وكم من نصيحٍ مِثله حُرِمَ الشُّكرا
أراني طريقَ الإعتزالِ ولم يُرِد
سوى أن أَسُبَّ اللهَ والعالمَ الطُّهْرا
سأستأذنُ القرآنَ فيما دعوتَني
إليه ولا أَعْصِي لِمُنْزِلِه أمرا",3
أرى الخمر تربي في العقول فتنتضي,طويل,"أَرى الخَمرَ تُربي في العُقولِ فَتَنتَضي
كَوامِنَ أَخلاقٍ تُثيرُ الدَواهِيا
تَزيدُ سَفيهَ القَومِ فَضلَ سَفاهَةٍ
وَتَترُكُ أَخلاقَ الكَريمِ كَما هِيا
وَجَدتُ أَقَلَّ الناسِ عَقلاً إِذا انتَشى
أَقَلَّهُمُ عَقلاً إِذا كانَ صاحِيا",3
ألا رب من يغتابني ود أنني,طويل,"ألا رب مَن يغتابني ودَّ أنني
أبوه الذي يُدعى إليه ويُنسب
على رِشدةٍ من أمه أو لِغيَّة
فيغلبها فحل على النسل مُنجب
فبالخير لا بالشر فارجُ مودتي
وأي امرئ يُقتال منه التَّرهب
أقول وقد فاضت لعيني عَبرة
أرى الأرض تبقى والأخلاّء تذهب
أخلاءِ لو غير الحِمام أصابكم
عتبت ولكن ما على الدهر مَعتب
وكيف أرجِّي أن أَعيش وقد ثوى
عَبيد وجَوّاب وقيس وجرعب",6
وجملة أمري أن عيشي منغص,طويل,"وجملة أمري أن عيشي منغّص
إذا غبت منكود وأنت قريب
فإن غبت فالشوق المبرّح قاتلي
وإن قربت دار فقيل رقيب
فقربك يضنيني وبعدك قاتلي
وأمري على الحالين فيك عجيب
شفاء سقامي في التلاقي وربّما
تلطف في قتل المريض طبيب",4
جزى الله خيرا سيدا وابن سيد,طويل,"جزى اللَه خيراً سيداً وابن سيد
وعلاّمةً من آل طه الأطايب
على جمعه كتبا يعز اجتماعها
لنفع عباد اللَه من كل طالب
بأجدادكم قد أظهر اللَه دينه
وأَشهره في شرقها والمغارب
وأنتم بها من بعدهم تخلفونهم
بأظهار دين اللَه معطى الرغائب
فعش صالحاً في غبطة وسعادة
وعافية من كل بؤس ونائب
وفي نعم تترى وعز ورفعةً
تدوم على رغم الحسود المجانب
ولا زلت يا ابن الطاهرين موفقاً
ومحتلياً أسنى الحلى والمناقب
ولا زال في إخواننا وربوعنا
من العلويين الكرام المناسب
كمثلكم يحيون سنة جدهم
على العلم والتقوى وحفظ المراتب",9
وحقة مسك مِن نساء لبسته,طويل,"وَحُقَّةِ مِسكٍ مِن نِسَاءٍ لبستُهَا
شَبَابي وَكأسٍ بَاكَرَتني شَمُولُهَا
جَدِيدَةُ سِربَالِ الشَّبَابِ كَأنِّهَا
سَقِيَّةُ بَردِيٍّ نَمَتهَا غيُوُلُها
ومُخمَلَةٍ بِاللَّحمِ مِن دُونِ ثَوبِها
تَطُولُ القِصَارَ وَالطِّوَالُ تَطُولُها
كأنَّ دِمَقساً أو فُروعَ غَمامَةٍ
عَلَى متَنها حَيثُ استَقَرَّ جَدِيلُهَا
وأبيَضَ منقُوفٍ وَزِقٍ وقَينَةٍ
وَصَهبَاءَ في بَيضَاءَ بَادٍ حُجُولُها
إِذَا صبَّ في الراوُوقِ مِنهَا تَضَوَّعَت
كُمَيتُّ يُلِذُّ الشَّارِبِينَ قَلِيلُها",6
عطفت على عمر ابن تغلب بعدما,طويل,"عَطِفتُ عَلى عَمرِ اِبنِ تَغلِبَ بَعدَما
تَعَرَّضَ مِنّي جانِبٌ لَهُمُ صَلدُ
وَلا خَيرَ في هَجرِ العَشيرَةِ لِاِمرِئٍ
يَروحُ عَلى ذَمِّ العَشيرَةِ أَو يَغدو
وَلَكِن دُنُوُّ لايُوَلَّدُ هِجرَةً
وَهَجرٌ رَفيقٌ لايُصاحِبُهُ زُهدُ
نُباعِدُهُم طَوراً كَما يُبعَدُ العِدى
وَنِكرِمُهُم طَوراً كَما يُكرَمُ الوَفدُ",4
راينا رجال الغرب ان يقتلوا ابننا,طويل,"راينا رِجال الغَرب ان يَقتلوا ابننا
يَقولوا لَقَد ماتَت لهم خنفساء
وَلكنهم يَستَنزِلون صواعقا
عَلى الشعب مذ للبعض منهم يساء
السنا هنا في ارضنا وَلعلهم
نسوا انَّهم في أَرضنا غرباء",3
تعالى وجود الذات عن نيل ناظرٍ,طويل,"تعالى وجود الذات عن نيل ناظرٍ
فإنَّ وجودَ الذاتِ لله عينها
وذاك اختصاصٌ بالإله ولا تقل
بأنّ ذوات الخلقِ كالحقِ كونها
تغيرتِ الأحكام لما تغايرت
بألفاظه الأنساب فالبينُ بينها
فمن شاء فليقطع ومن شاء فليصلْ
فذلك ستر فيه للذاتِ صونها",4
ولما رأيت الأمر يعلو ويسفل,طويل,"ولما رأيتُ الأمر يعلو ويسفل
ويقضي به الحقُّ المبين ويفصلُ
تصرّفُه الأهواء أنى توجهت
فيقضي به ريحُ جنوبٍ وشمأل
تنبه قلبي عند ذاك عناية
من الله جاءته وقد كان يعقل
فو الله لولا أن في الصدق ثلمة
لما كان قلبُ العبدِ يسهو ويغفل
وقلت لقلبي ما دعاك لما أرى
فلم أدر إلا أنها تتأوّل
بحثت عن أصل الأمرِ ما أصل كونه
فلاحَ لنا في ذلك البحثِ فيصل
فأعلم أنَّ الحكم للعلم تابعٌ
كما هو للمعلومِ والأمر يجهلُ
ولما رأيتُ الحقَّ فيما ذكرته
علمت بأن الأمر جبر مفصل
وأن إله الخلقِ بالخلقِ يفصلُ
وبالخلقِِ أيضاً بالمكاره يعدل
فمن لام غيرَ النفسِ قد جار واعتدى
ومن لامها فهو الشهيد المعدّل
ولما رأيتُ الحق للخلقِ تابعا
تساوي لديَّ الخوف والأمن فاعملوا
على كشفِ هذا واعملوا بمناره
فإن به تسمو الذواتُ وتكمل",12
وأغيد وسنان اللحاظ قوامه,طويل,"وأغْيد وَسْنان اللّحاظِ قوامُه
قضيبُ نقاً يعلُوهُ بدرُ تمام
مرامي سَواجيهِ أصابتْ مقاتلي
ولم أحظَ منهُ مَرةً بمرامي
فيا كبدي في الوصل منه تقطّعي
غراماً ويا نفسي اذْهبي بسلام
ويا دمعي الجاري ونار جوانحي
قِفا حدّثا عن صبوتي وغرامي
ولم أنس يوماً زرتُه وهو نائمٌ
وشوقي إليهِ جاذبٌ بزمامي
فأضرمتُ بالتَّقْبيل نيران خدِّه
وأطفتُ بالتَّرشافِ حرَّ أوامي
ونزَّهني في روضةٍ من خدودِه
وأسكَرني من ريقهِ بمُدامِ
وما كان يرضي بالوصال وإنّما
توهّمني طيفاً لفرْطِ سقَامي",8
لجيم بن صعب لم تنلها عداوتي,طويل,"لُجَيمُ بنُ صَعبٍ لَم تَنَلها عَداوَتي
وَما نَبَحَت آلَ الخَصيبِ كِلابي
أولَئِكَ قَومٌ يَرفَعونَ مَحَلَّهُم
إِلى نَجَواتٍ أَشرَفَت وَرَوابي
وَلَكِنَّما هاجَ الَّذي كانَ بَينَنا
سَدوسٌ وَما عيدانُها بِصِلابِ
بَنو كُلِّ مِتفالٍ كَأَنَّ جَبينَها
إِذا زَحَلَت عَنهُ جَبينُ غُرابِ",4
أقول لنظام المحامد يمموا,طويل,"أقول لنظَّام المحامد يمّموا
مقام ابن شادٍ في دمشق ومغناه
معالي المقام الأفضليّ مقيمةٌ
وأمداحه سيَّارةٌ وعطاياه
لئن نزلت عن بلدةٍ يدُ ملكه
فما نزلت من بلدة الأفق علياه",3
الهي أظهرت الجميل تفضلا,طويل,"الهيَ أظهرت الجميل تفضلاً
وسترت يا غفار كل قبيحة
الهي ما في القبح كالذنب بارزت
به نفس مخلوق جلال الالوهة
الهي يعيش العبد ما عاش عاصياً
وأنت الهي ساتر للخطيئة
يبارز بالعصيان مولاه عالماً
بأنك محصي جهره والخفية
الهي بئس النفس نفسي تسوقني
إلى غير ما ترضاه غير حيية
تخوض غمار الغي قد حال بينها
وبينك منها غمرة فوق غمرة
وأنت تغذيها وأنت تبزها
بعافية في كل حال ونعمة
عدوت إلى المحظور حتى اقترفته
وأنت ترى يا رب سيىء خطوتي
الهي اعترفت الآن بالذنب تائباً
إليك فعفواً يا الهي حوبتي
وإني لغفار لمن تاب ردني
إليك فلا تردد متابي بخيبة
الهي كما أرسلت سترك سابغاً
فجد لي بمحو السيئات العظيمة",11
إذا طلعت شمس الفناء الذي حجى,طويل,"إذا طلعت شمسُ الفناء الذي حجى
أكور بها حقاً إذا هو لم يكر
بكوني إذا ما كنت خلعاً فإنه
نزيه عن أحكامٍ تكون عن الأكر
إذا كان قد جاء الحديثُ بأنه
لأجل اختلافِ الاعتقاداتِ ذو غير
ولكنه بالذاتِ عند أولي النُّهى
غنيٌ بنصِّ الذكر في مُحكم السُّوَرِ",4
ولي طفلة غرثى الوشاحين قدها,طويل,"ولي طَفْلةٌ غرثى الوشاحينِ قَدُّها
يُحاكي القَنَا في لِينِه واعتدالِهِ
لَهَامِ الظِبَا جيدٌ وأما جَبِينُها
ينورُ كبدرِ التَّمِ عندَ كمالِهِ
وعينٌ كعينِ السولعي وفَرْعُها
كَجُنحِ الدُّجى في لونِه وانسدالِهِ
عِذارٌ لها كالروضِ أخضرُ مورقٌ
فما زال طَرفي راتعاً في ظِلالِهِ
هي الغادةُ الغيداءُ والظَّبْيَةُ التي
مراتِعُها في عالجٍ أو رِمالهِ
تُوَاصلُني والشَامِتُونَ غوافلٌ
وحاسِدُنا في شُكْلِه وعِقَالهِ
بليلٍ كانَّ الشُّهْبَ سِمْطٌ بِنَحْرِهِ
وفي جيدِهِ طوقٌ أضَا من هلالِهِ
على رَوْضةٍ غَنّاءَ طيبةِ الثرى
يَحُمّ حواشيها الحَيا بزلاله
كأنَّ نَدَى الشِبلِ الأميرِ محمدٍ
يفيض عليها فيضة بنوالهِ
سليل سعيدٍ ذي المحامِدِ والثَنا
فلا أحدٌ في دهرِهِ كمثالِهِ
فمن عدلِه لم يفترقْ شملُ جامعٍ
ومن جودِه لم يجتمعْ شملُ مالِهِ
فتى لو يُقاسُ الناسُ في درجاتِهم
لما بَلَغُوا في العزِّ قدرَ نعالِهِ
رجوتُ عطاياهُ تَصِلْني ولم يَخِبْ
فتىً يرتجي نفعَ العَطا من سؤالِهِ
لكم يا سعيديون فخرٌ بذكرِهِ
ودهرُكُمُ دهرُ النبيّ وآلِهِ
ودم يا أميرَ الخلقِ كالبدر في السَّما
تَنَوِّرُ في أحْجَالِه من حِجَالِهِ",15
